boolean ,tf,tfdf,embedding,sentence_embeddings,score
0.41335905927543926,0.5852185398360349,0.5259006265887496,0.591588023190315,0.2996799680046164,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.27827544758970296,0.5040506947105126,0.4450748466853365,0.1919977143406868,-0.008497241884469986,1
0.4485168972723403,0.4956515744136297,0.43402432962929904,0.5221621023777586,0.23759832723925894,1
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5761867870123346,0.6113134823444799,0.5767446212253547,0.6988799640676007,0.22791342577693285,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5053540574214589,0.5314644241988402,0.519164353992498,0.5786526522670801,0.22516226632041464,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5521054009482703,0.6131801691782782,0.571037968449569,0.49183779484347295,0.19592566449979418,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.26483085023960323,0.7122762299067431,0.6528633490384204,0.16988538578152657,-0.047342583537101746,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.4291990437699955,0.5100430219972203,0.48028178199770727,0.5004166625440121,0.16477150444148314,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.45444023038202436,0.563518166828541,0.5287829713560432,0.5231258070621735,0.1873331538353784,1
0.42787271443598507,0.49660909264079456,0.4659997878044606,0.504274889253653,0.15278451042608,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.44476954044516515,0.5174556571790374,0.4623083720311207,0.5862129708895316,0.18565817486020164,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5263995452941677,0.6398416674123193,0.6041237417290822,0.583532611767833,0.27527637936649485,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.2679903595344133,0.4720270528053579,0.4208222131492726,0.2026844583451748,-0.05981465755030513,1
0.0,0.0,0.0,0.0,0.0,1
0.38453653543733995,0.5249313876280095,0.4750573671315175,0.5928914714318055,0.3185855954643697,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.4602667255602861,0.6096536929147556,0.5487753932149814,0.5959882385455645,0.19132992066084764,1
0.0,0.0,0.0,0.0,0.0,1
0.5260855385799807,0.5764921045576739,0.545601562347926,0.6807346326348028,0.19831122629846887,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.6077257145732463,0.6664737179127236,0.6359513853080341,0.6257913242360311,0.12208568943356762,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.44642031961637724,0.518689630991508,0.48225927980252326,0.5497990931783404,0.26559429459406864,1
0.0,0.0,0.0,0.0,0.0,1
0.40842618181055834,0.4302067350046619,0.40597701751375603,0.45303011768394047,0.15053959560140762,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.4492167253448948,0.5069009025758259,0.46963836070323484,0.5510765532031655,0.1997875304572517,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.2123100955926379,0.2962195745871715,0.2988401787254369,0.6282164249569178,0.08893274941510754,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5052691698248303,0.5390862191598639,0.5012932367403462,0.5854779641543116,0.1532668438116421,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5556574340232073,0.7351720071211959,0.6737113408360209,0.6947875693440437,0.31278177974309074,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.6155966578883827,0.6041737151719943,0.5745476219367955,0.6397477771554675,0.2137215790072722,1
0.0,0.0,0.0,0.0,0.0,1
0.3006725345333769,0.3410367905376988,0.30076274516489326,0.587363180393974,0.2372017319430597,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5801883361864217,0.6187402904464268,0.5877325846795074,0.5356034223611156,0.2042872560598577,1
0.25223335113266376,0.17702075126239403,0.19011367138955199,0.5806339355185628,0.06415097758872434,1
0.0,0.0,0.0,0.0,0.0,1
0.08084520834544433,0.1543033499620919,0.12184377796302896,0.13595122595628104,-0.028672900671760242,1
0.0,0.0,0.0,0.0,0.0,1
0.4928824563861156,0.5574500933761026,0.5311443282749376,0.6189668740111368,0.17454034889642908,0
0.4455613953390175,0.5249994493241965,0.4986554335709833,0.5557430669044455,0.20365825760139464,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.48554246717886945,0.57644612706299,0.5201457871110169,0.6487030943855643,0.14550126288086176,1
0.0,0.0,0.0,0.0,0.0,1
0.4170939398548277,0.537736419248047,0.4846726332389964,0.5572920461686758,0.29087911274893063,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.24470763942530904,0.17244333830263592,0.17340695806547668,0.5730993803590536,0.05585444997996092,1
0.7204989012953299,0.8080971282307684,0.7804428712367594,0.5945772786492145,0.1405654216655421,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.4013661652088069,0.5108641788653846,0.4731216540401489,0.5253884870807329,0.2598803697495411,1
0.0,0.0,0.0,0.0,0.0,1
0.12845050677891395,0.09087426268613703,0.10907612057534938,0.5734228463843465,0.0409205025061965,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.41124322522947465,0.465231018198198,0.43081649027585694,0.5996723201658044,0.29601707237639596,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.7712426824408919,0.8132440817057436,0.794040535177312,0.743580369367486,0.18716502493674245,0
0.0,0.0,0.0,0.0,0.0,1
0.514528372096716,0.5901276441671133,0.5427184269307423,0.6520000893909198,0.23969290441331956,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.4648317383671602,0.5350103497549812,0.4894562383012198,0.5399157492710012,0.30877324115135707,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.23538223949255715,0.4606808373329624,0.411951987477492,0.16331326141953467,-0.001662614569067955,1
0.0,0.0,0.0,0.0,0.0,1
0.5558880418284928,0.636300269274789,0.6087912814475291,0.6119914542023952,0.4410634900156695,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.7226723252238512,0.7361239442866067,0.711607666354281,0.5119885526728467,0.3081611658562906,0
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.1577541145707444,0.10437406697835189,0.11110110757296869,0.5722960196435452,0.051690052403137086,1
0.41156308460382807,0.4151598004649589,0.36334621096693054,0.5180696765892208,0.2835870789785986,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.34426146802930857,0.397688950141451,0.3607217505054811,0.5852970595782002,0.2456158340598146,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.48487490266220623,0.5735409289820386,0.526256394338985,0.6078623773959967,0.1864270281691391,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.45043907259649857,0.6094989856545077,0.5743260705754948,0.5460458860183374,0.18945846169327313,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.3335470331895058,0.39889565249924497,0.3650594728870965,0.6422271695401933,0.2718356382101774,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.778326351312519,0.8152778528419582,0.7972949772274661,0.5607773110414758,0.12079330392619025,1
0.0,0.0,0.0,0.0,0.0,0
0.639637045898088,0.7379452783769301,0.7050061575738539,0.7020502794711363,0.1831649053617314,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.49944661551125497,0.5879470283838028,0.5548270630224941,0.5722142363820846,0.2458354373772939,0
0.0,0.0,0.0,0.0,0.0,1
0.4312892075876196,0.4595213808771139,0.41654576764386897,0.5731077776235692,0.12581811959252637,1
0.5266654008874776,0.5875603337431716,0.546018435535048,0.5902292211273951,0.15735700528187277,1
0.2931098267049576,0.4163026334483173,0.3714645911722685,0.1757332906126976,-0.032108373823575675,1
0.6379616911114221,0.6253678811849352,0.602801230700534,0.6926058293879032,0.13652232462074607,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5253629799665318,0.6038347960043241,0.5686289807101144,0.4371559590493378,0.13904567330763185,1
0.06177391105946015,0.03856953381770519,0.04382522766327841,0.598836088180542,0.048012286506127565,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.395328769564212,0.5138304019757294,0.4719832379663929,0.6833354644477367,0.2529369005933404,1
0.0,0.0,0.0,0.0,0.0,1
0.48897039666678577,0.4921989002223605,0.4528950654765791,0.613631496950984,0.11423231000080705,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.7453866731211842,0.791896135504559,0.7684749742556544,0.6973705572741372,0.16472783191794796,0
0.0,0.0,0.0,0.0,0.0,1
0.2564968502646161,0.44131072694689666,0.39759540487903056,0.14411224611103535,-0.03200379142072052,1
0.46437874003063273,0.6254650386057348,0.584954703215597,0.5393397770822048,0.21748041591266742,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.4558288959549606,0.5775019583061036,0.5230009792850472,0.6055389086787517,0.2272073844752203,1
0.18303053350727694,0.10445046555177759,0.11115755010070977,0.5826872233301401,0.03441501467023045,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.18140351481548297,0.1286031661727745,0.1337861436675324,0.5865725819021463,0.06175274820998311,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.42482311578085574,0.45547987154109115,0.4237675911216448,0.5351480744205989,0.08766269108029799,0
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.1903597759337074,0.08947512900631772,0.10019160820950343,0.5935747344046831,0.05634423496667296,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.4902906854777698,0.680415273621583,0.6225989496317924,0.623281595242374,0.17638963632463642,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.6481970280402007,0.722904225414743,0.6825397759878518,0.7574563930657777,0.15788673885716972,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.34160701503961766,0.4193712186695045,0.37650839786371276,0.5677925987790028,0.2446991546676145,1
0.6223605085821496,0.6346022278356546,0.6238166656285534,0.4778895345516503,0.20398660454338824,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.4022559265825449,0.4804557520302053,0.4116001345849611,0.5233971808786289,0.2738167326718282,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.4911011321245689,0.6305893771659407,0.5791406591966654,0.6658319510519505,0.17830387956928462,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.3828251619413468,0.44452295464650826,0.41789211170611457,0.4983953595575359,0.12362922305086006,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.45589602454913875,0.5224671853426175,0.4782470080494049,0.601167370006442,0.18395317887188867,1
0.0,0.0,0.0,0.0,0.0,1
0.03608439182435161,0.029462782549439487,0.024608083702420805,0.615022087469697,0.03325740806758404,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.4930798726026244,0.5471506305018847,0.5045838467512822,0.48512810504493803,0.16942721214637949,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.4666722707418321,0.48183290255218203,0.4538773363906986,0.6854376941919327,0.25884641287848353,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.4851249847422972,0.6126582512279746,0.5633442173197549,0.5246627099279847,0.20618040561177103,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5077939195428738,0.5793844347463859,0.5367873979936721,0.6782164097224411,0.2037203210945192,1
0.5688644194437216,0.6426110052598597,0.619883767003363,0.5099638634257846,0.23642304436200196,1
0.17724442877459906,0.1220080730545828,0.11178800498540922,0.5851331930607557,0.05622102436609566,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.32862174701658414,0.5162134722857861,0.4559637636942762,0.14423871412873268,-0.03603698592633009,1
0.29151385938556074,0.5147796177331578,0.4515258242357258,0.17573080956935883,-0.0397061537951231,1
0.0,0.0,0.0,0.0,0.0,1
0.5201892417681434,0.6625682191602388,0.6140774095722994,0.5598722869264228,0.3068515404728324,1
0.0,0.0,0.0,0.0,0.0,1
0.6189200530748566,0.652149166916993,0.6326605475659105,0.5269469933377372,0.21168302103049225,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5946335743656056,0.6556454850343696,0.6286887384287072,0.7445306866006418,0.12879612063989043,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5441335800344123,0.5405998943971984,0.5003111143923961,0.6127217681362078,0.3585219965495456,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.33388863736367613,0.42638494526805143,0.38212505542783887,0.5546904485959273,0.2722581414075998,1
0.48264010559233994,0.6293186762502798,0.5756545370517218,0.6381833530389346,0.2113978714753802,1
0.373575061533153,0.4523347434618603,0.40535414016166377,0.6391989458352327,0.25932636514820234,1
0.0,0.0,0.0,0.0,0.0,1
0.25506889190979226,0.16552911519102254,0.18931086415473716,0.5889585856348276,0.046679358260007575,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5136711837626033,0.5787443151417101,0.5431094251934078,0.5162787582152165,0.1576842985008485,1
0.4812787337238825,0.6002449678820069,0.5446522038270138,0.6976737201213836,0.2075050400570035,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5366868458602411,0.5966446464447425,0.5470176816290528,0.6076688343802323,0.24666358318735057,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.522783633918014,0.6524900750176189,0.6032576883168644,0.5860982604324818,0.2565370407576362,1
0.0,0.0,0.0,0.0,0.0,1
0.44703310155896236,0.49878097137593197,0.47237221614078917,0.5018926656727368,0.17632187948001024,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5968565251575543,0.7129026090498363,0.677979655334835,0.5660917060514394,0.2971549264491639,1
0.0,0.0,0.0,0.0,0.0,1
0.17955837819827095,0.3335644146833409,0.31321298630337197,0.17906251549720764,-0.0602706087132295,1
0.0,0.0,0.0,0.0,0.0,1
0.6003083325151792,0.6629518682881633,0.6395916067583659,0.7075138105587526,0.10491678189824928,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.5680852940366098,0.5869809999996201,0.5649002580381615,0.7011674998158758,0.0920219462661242,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.18959086216339602,0.28729042196807925,0.24553459637883904,0.15264721711476645,-0.008787740332384905,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.47905567126963455,0.47508985987467367,0.44285658241399134,0.7309884031613668,0.3801757472877701,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
